"date","AI.PA.Adjusted"
2010-09-21,35.0508117675781
2010-09-22,34.6042518615723
2010-09-23,34.3501815795898
2010-09-24,35.2163467407227
2010-09-27,35.0046195983887
2010-09-28,35.0970077514648
2010-09-29,34.7697868347168
2010-09-30,34.4502639770508
2010-10-01,34.1538505554199
2010-10-04,33.9536666870117
2010-10-05,34.700496673584
2010-10-06,35.2625389099121
2010-10-07,35.0508117675781
2010-10-08,35.4627265930176
2010-10-11,35.2009468078613
2010-10-12,35.0123100280762
2010-10-13,35.9169807434082
2010-10-14,36.186450958252
2010-10-15,36.2480430603027
2010-10-18,36.3173332214355
2010-10-19,36.0671119689941
2010-10-20,36.4405288696289
2010-10-21,37.0834121704102
2010-10-22,36.9486694335938
2010-10-25,37.0449142456055
2010-10-26,36.6522560119629
2010-10-27,35.9747200012207
2010-10-28,35.8669281005859
2010-10-29,35.7783889770508
2010-11-01,36.0863647460938
2010-11-02,36.3404312133789
2010-11-03,35.9246711730957
2010-11-04,36.686897277832
2010-11-05,36.9871635437012
2010-11-08,36.725399017334
2010-11-09,36.6638069152832
2010-11-10,36.1479568481445
2010-11-11,36.144100189209
2010-11-12,35.5782089233398
2010-11-15,36.0016670227051
2010-11-16,34.9930686950684
2010-11-17,35.1855506896973
2010-11-18,35.8361358642578
2010-11-19,35.7475929260254
2010-11-22,35.5743560791016
2010-11-23,34.9237670898438
2010-11-24,35.227897644043
2010-11-25,35.7167892456055
2010-11-26,35.5397148132324
2010-11-29,34.6466026306152
2010-11-30,34.7235870361328
2010-12-01,35.1047058105469
2010-12-02,35.2971878051758
2010-12-03,35.5358657836914
2010-12-06,35.6398086547852
2010-12-07,36.0825042724609
2010-12-08,36.725399017334
2010-12-09,36.5483131408691
2010-12-10,36.5868072509766
2010-12-13,36.9101791381836
2010-12-14,37.1757965087891
2010-12-15,37.2489471435547
2010-12-16,37.6185150146484
2010-12-17,37.6531639099121
2010-12-20,37.5145683288574
2010-12-21,38.1074028015137
